Date,NumberOfSubjects,Fatal,SubjectArmed,SubjectRace,SubjectGender,SubjectAge,NatureOfStop,NumberOfShots,NumberOfOfficers,OfficerRace,OfficerGender,Department,FullNarrative,City,Notes
4/22/2015,1,N,Y,U,M,U,Crime,NA,1,U,U,Philadelphia Police Department,"On Wednesday, April 22, 2015, at approximately 11:48 P.M., an off-duty officer, in civilian attire, was walking his dog in the 5800 block of Malvern Avenue, when he was approached by a male wearing a black hoodie. The male pointed a gun at the officer, at which time the officer drew his weapon and discharged it, missing the offender. The offender fled south on Hobart Street from Malvern Avenue, eluding apprehension. Area hospitals were checked with negative results. There were no reported injuries as a result of this police firearm discharge. No weapon was recovered.",Philadelphia,Off-duty; no firearm recovered with no shots fired; no hits
4/23/2015,1,N,Y,U,M,U,Suspicious person,NA,1,U,U,Philadelphia Police Department,"On Thursday, April 23, 2015, at approximately 10:14 P.M., a uniformed officer, while on bike patrol, initiated an investigation of a male in the 5000 block of W. Master Street. The offender produced a handgun and discharged the weapon, striking the officer. In response the officer discharged his weapon, striking the offender. The offender discarded his weapon and fled on foot. The offender was eventually apprehended in the rear yard of a property in the 5000 block W. Master Street. The offender was transported to Hahnemann University Hospital for treatment. The officer was transported to Presbyterian Hospital for treatment. The offender’s firearm, a 9 MM, semi-automatic pistol, loaded with 8 live rounds, was recovered at the scene. There were no other reported injuries as a result of the firearm discharge.",Philadelphia,
4/24/2011,1,N,Y,U,M,U,Call For Service,NA,2,U,U,Philadelphia Police Department,"On 4/24/11, at 2:19 AM, uniformed personnel received information that there was a male with a gun inside a Lincoln parked outside a bar in the 2200 block of N. 2nd Street. The officers observed the Lincoln and it was occupied by four males. The officer that approached the vehicle on the driver’s side observed a firearm between the driver’s right leg and the console. When the officer ordered the driver not to move, the driver reached for the firearm and both officers discharged their weapons, striking the driver. The vehicle pulled away heading south on 2nd Street, turned east on Diamond Street, where it crashed into a parked mini-van. All four offenders fled on foot and were lost in the area. One of the passengers of the vehicle was apprehended a short time later near Front and Berks Streets. There was blood found in the driver’s area of the vehicle. A .45 caliber revolver loaded with six live rounds was recovered from inside the vehicle.",Philadelphia,
4/24/2015,1,N,Y,U,U,U,Call For Service,NA,2,U,M;F,Philadelphia Police Department,"On Friday, April 24, 2015, at approximately 9:14 A.M., uniformed officers, in a marked police vehicle, responded to a Police Radio assignment of “Two black males armed with guns,” at 2200 S. 25th Street. Upon their arrival, the officers observed two males, fitting the provided description. The officers exited their vehicle and approached the males, at which time they observed a bulge in the front pocket of the hooded sweatshirt that one of the males was wearing. That male fled on foot into the Wilson Housing Development. One of the officers pursed the offender on foot, as the other officer went around the development in the police vehicle to cut him off. The offender exited the development in the 2500 block of Ritner Street and ran directly toward the officer that was attempting to cut him off. As the offender neared, the officer observed him pulling what she believed to be a gun from the front pocket of his hooded sweatshirt. In response, the officer discharged her weapon, missing the offender. The offender dropped to the ground and was immediately apprehended by the officers. The offenders’ firearm, a .32 caliber revolver, loaded with 6 live rounds, was recovered at the scene. There were no injuries as a result of this incident.",Philadelphia,No hits
4/25/2011,1,N,Y,U,M,U,Crime,NA,1,U,U,Philadelphia Police Department,"On 4/25/11, at 3:57 PM, an off duty officer in civilian attire was helping his sister move furniture in the area of the 4600 block of Worth Street when he observed a male exit a house armed with a handgun. The offender entered another house on the block and emerged seconds later still armed with the gun. The officer drew his service pistol and identified himself as a police officer. The offender pointed his weapon at the officer who then discharged his firearm, striking the offender. The offender was taken to Aria-Torresdale Hospital by a neighbor and treated for his injuries. The offender’s 9MM handgun loaded with seventeen live rounds was recovered.",Philadelphia,Off-duty
4/26/2014,1,N,N,U,M,U,Traffic,NA,2,U,U,Philadelphia Police Department,"On Saturday, 4/26/14, at approximately 11:47 PM, uniformed officers, in a marked police vehicle, stopped a vehicle for traffic violations at Media and Conestoga Streets. The vehicle was occupied by two males and one female. During the course of the vehicle investigation, the rear passenger provided a false name to the officers. The officers directed the male to exit the vehicle. The offender exited the vehicle and engaged in a struggle with the officers. During the struggle, one of the officers deployed his Electronic Control Weapon (ECW)1 on the offender, as the other officer struck the offender on the legs with his baton; however, the offender continued to struggle. At one point, the offender attempted to pull one of the officer’s firearms from the holster. In response, the second officer drew his weapon and discharged it, striking the offender. The offender then fled on foot and was apprehended in the 5400 block of Sharswood Street. The offender was transported to the Hospital of the University of Pennsylvania for treatment. Both officers sustained abrasion injuries to their hands and knees. There were no other reported injuries as a result of the firearm discharge. No weapon was recovered. It was later determined that the offender was wanted for a probation violation for a prior robbery arrest. 1 An Electronic Control Weapon – commonly referred to by the brand name “Taser” – discharges small electrical charges that cause muscle contractions and override voluntary motor response",Philadelphia,Tried to get officer's gun
4/27/2012,1,N,Y,U,M,U,Suspicious person,NA,2,U,U,Philadelphia Police Department,"On 4/27/12, at approximately 8:00 P.M., officers attempted to stop a male for investigation at Hunting Park and Germantown Avenues. The male fled on foot through a vacant lot towards the 4000 block of Nice Street and produced a gun from his pocket. The officer chased the offender through the lot, where the officer was suddenly charged upon by a large dog. The officer discharged his firearm, killing the animal. The offender discarded his firearm and was arrested without further incident. The firearm, a 9mm semi automatic pistol, loaded with nine rounds, was recovered.",Philadelphia,No hits; animal shooting
4/27/2012,1,N,N,U,M,U,Traffic,NA,2,U,U,Philadelphia Police Department,"On 4/27/12, at approximately 9:30 P.M., officers were on-duty and in uniform assigned to a marked vehicle when they stopped a vehicle for traffic violations on the 2100 block of N. 31st Street. The operator exited the vehicle and fled through a vacant lot. One officer pursued the offender on foot and observed him produce what appeared to be a firearm. The officer discharged his firearm, striking the offender. The offender was admitted to Temple University Hospital. No firearm was located, however, a large plastic bag containing narcotics was recovered from the area where the offender was apprehended.",Philadelphia,
4/28/2010,1,N,N,U,M,U,Call For Service,NA,2,U,U,Philadelphia Police Department,"On 4/28/10, at approximately 8:11 P.M., uniformed officers responded to a Police Radio assignment of a “Disturbance” in the 2200 block of S. 15th Street. Upon arrival, the 2nd floor tenants informed the officers that the offender, the 1st floor tenant, “was out of control”. While speaking with the witnesses, the offender exited his apartment with a jagged piece of broken glass and advanced towards the officers. Both officers retreated from the residence to the front steps. As the offender neared the first officer, the second officer discharged one round, striking the offender. The offender was treated at Hospital of the University of Pennsylvania",Philadelphia,Knife recovered
4/29/2010,1,N,N,U,M,U,Call For Service,NA,2,U,U,Philadelphia Police Department,"On 4/29/10, at approximately 11:31 A.M., uniformed officers responded to a radio call for vandalism in progress at the 6600 block of Lincoln Drive. Upon arrival, the officers were met by a witness who stated that her husband was outside the residence in violation of a Protection From Abuse order. The officers observed the offender inside a vehicle parked nearby, and approached the male. The offender drove his vehicle into one of the police vehicles at the location. The offender then drove onto the sidewalk, contacting one of the officers. The offender drove towards the second officer, who discharged his weapon, striking the offender. The offender drove a short distance and struck several parked vehicles. Additional officers responded to the location and one of the officers deployed his Electronic Control Weapon (ECW) on the offender. The offender was apprehended and was treated at Albert Einstein Medical Center. No weapon was recovered.",Philadelphia,
4/29/2012,1,N,Y,U,M,U,Crime,NA,2,U,U,Philadelphia Police Department,"On 4/29/12, at approximately 12:19 A.M., officers were in a marked vehicle when they heard gunshots coming from the Penn Town projects at 700 Franklin Place. The officers observed the offender pointing a firearm in a westerly direction. One officer exited the vehicle and ran northbound towards the court yard, and the second officer drove to the rear of the court yard where he met the first officer. Both officers observed the offender at the rear of 600 block of Franklin Place still armed with his firearm. The officers identified themselves and the offender pointed his handgun at the officers. One officer discharged his firearm and the offender dropped his weapon and entered a residence. The incident was declared a “barricaded male” and SWAT personnel arrived on location and apprehended the offender without further incident. The offender was uninjured and there were no reported injuries as a result of this police firearm discharge. The offender’s firearm, a 9mm handgun, loaded with nine rounds, was recovered from the scene.",Philadelphia,No hits
4/29/2013,1,F,N,U,M,U,Call For Service,NA,2,U,U,Philadelphia Police Department,"On 4/29/13, at approximately 11:13 P.M., uniformed officers in a marked patrol vehicle responded to a radio call for a “Person Screaming, Person with a Weapon”, in the 300 block of west Courtland Street. Upon arrival, the officers observed a male straddling a female, who was lying in the street. The offender had a knife in his right hand and it was pointed toward the female’s neck. The officers ordered the offender to drop the knife. The offender stood-up and came toward the officers with the knife in his hand. The officers repeatedly ordered the offender to drop the knife, but he did not comply. One officer discharged his weapon, striking the offender. The offender was pronounced at the scene by Fire Rescue personnel. A sixteen inch knife was recovered at the scene.",Philadelphia,Knife
4/30/2011,1,N,N,U,M,U,Suspect,NA,2,U,U,Philadelphia Police Department,"On 4/30/11, at 10:59 PM, uniformed officers operating an unmarked police vehicle, observed the offender in the 2100 block of W. Norris Street and recognized him as being wanted for an armed robbery. The officers pursued the offender to a rear yard in the 1900 block of N. 21st Street, where the offender produced a box-cutter and lunged towards the officers. Both officers discharged their firearms, striking the offender. The offender was taken to Temple University Hospital for treatment. A box cutter was recovered at the scene",Philadelphia,Box cutter
5/14/2013,1,N,N,U,M,U,Suspicious person,NA,2,U,U,Philadelphia Police Department,"On 5/14/13, at approximately 11:54 P.M., uniformed officers attempted to stop a male in the 5100 block of Master Street for a possible curfew violation. As one officer exited the patrol car, the offender ran south on 51st Street and east in the 5000 block of Kershaw Street. An officer pursued the offender in his patrol car and observed him draw a handgun from his waistband. The officer discharged his weapon, missing the offender. The offender fled to the rooftop in the 5000 block of Kershaw Street, where he was apprehended without further incident. A BB pistol was recovered in the rear of the 5000 block of Kershaw Street.",Philadelphia,BB gun; no hits; curfew violation
5/19/2010,1,N,Y,U,M,U,Call For Service,NA,2,U,U,Philadelphia Police Department,"On 5-19-10, at approximately 7:00 P.M., uniformed officers responded to a Police Radio call of a “Fight on the highway” in the 2700 block of N. Fairhill Street. Upon arrival, the officers observed the offender discharging a .12 gauge shotgun on the highway. The officers exited their patrol vehicle and the offender discharged his shotgun in the direction of the officers. Both officers discharged their weapons, missing the offender, who discarded his weapon and fled on foot. The offender was apprehended in the 2600 block of Wendle Street. The offender’s pumpaction shotgun, loaded with four live rounds and one fired shot shell, was recovered at the scene.",Philadelphia,No hits
5/19/2012,1,N,N,U,M,U,Call For Service,NA,1,U,U,Philadelphia Police Department,"On 5/19/12, at approximately 10:29 A.M., an officer in a marked vehicle, was waved down by a complainant at 52nd and Jefferson Streets. The complainant pointed to a male who had tried to rob him. The officer exited his patrol car and called to the offender. The offender approached the officer’s patrol car and attempted to enter the vehicle. A physical struggle ensued and the officer drew his ASP-Baton (ASP) and struck the offender several times. The offender then attempted to remove the officer’s service weapon from the officer’s holster. The officer dropped his ASP and grabbed onto the holstered weapon to prevent the offender from taking it. The offender then picked up the officer’s ASP and began striking the officer with it. The officer backed up, drew his 9mm pistol, and ordered the offender to drop the ASP. When the offender came toward the officer with the ASP, the officer discharged his 9mm pistol multiple times, striking the offender. The offender dropped the ASP and fell to the ground. He was transported to the Hospital of the University of Pennsylvania.",Philadelphia,Tried to get officer's gun
5/19/2012,1,N,N,U,M,U,Call For Service,NA,1,U,U,Philadelphia Police Department,"On 5/19/12, at approximately 5:01 PM, an officer responded to a “Robbery, point of gun” at the Wine and Spirits store, located in the 6000 block of Woodland Avenue. While en route, the officer observed a male being chased on foot by police. The offender ran northbound on 60th Street and jumped over a guard rail into an empty lot with high grass. The officer exited his patrol car, pursued the offender into the lot and ordered him to stop. The offender fell down and rolled over. He then drew a gun from his waist area and pointed it at the officer. The officer drew his weapon and ordered the offender to drop the gun, but the male did not comply. The officer fired his weapon, striking the offender. The offender was taken into custody and transported to the Hospital of the University of Pennsylvania. Recovered at the scene were $1,051 USC and one clear colored BB gun with black tape on the handle. Three employees from the Wine and Spirits store were transported to the hospital by police, where they identified the offender as the one who robbed the store point of gun.",Philadelphia,BB gun
5/20/2016,1,N,N,U,M,U,Crime,NA,2,U,U,Philadelphia Police Department,"On Friday, May 20, 2016, at approximately 6:02 P.M., uniformed officers, in marked police vehicles, stopped a stolen Ford Escape at 16 th Street and Allegheny Avenue. The male operator of the vehicle exited the vehicle, pushed one of the officers aside, drew a handgun from his waistband, and ran south on 16 th Street. Both officers pursued the offender, on foot, and ordered him to drop his weapon. The offender turned and pointed his weapon at the officers. In response one of the officers discharged his weapon missing the offender. The offender fled into a property in the 3100 block of N. 16 th Street. The property was secured, and the SWAT Unit and Homeland Security Unit responded to the location. After approximately two hours, SWAT Unit personnel breached the door and apprehended the offender without incident. The offender’s weapon, a toy gun, resembling a black semi­automatic pistol, was recovered inside the property. There were no injuries as a result of this firearm discharge.",Philadelphia,Stolen vehicle; plastic gun; no hits
5/21/2010,1,N,N,U,M,U,Crime,NA,2,U,U,Philadelphia Police Department,"On 5/21/10, at approximately 8:03 P.M., uniformed bicycle officers were riding their patrol bicycles west in the 2900 block of Girard Avenue when the offender, driving behind the officers in his vehicle, beeped his horn at the officers. The first officer pulled his bike to the left to allow the vehicle to pass. The offender drove past the first officer and struck the second bicycle officer with his vehicle. The offender continued driving, dragging the second officer. The first officer, hearing his partner screaming, and seeing him underneath the vehicle, discharged his firearm at the back of the offender’s vehicle. The offender drove from the scene and was apprehended at 31st Street and Girard Avenue. The offender did not sustain any injuries as a result of the firearm discharge.",Philadelphia,Vehicle as weapon; no hits
5/21/2010,1,F,Y,U,U,U,Call For Service,NA,2,U,U,Philadelphia Police Department,"On 5/21/10, at approximately 6:19 P.M., uniformed officers on patrol were stopped by a witness in the 1500 block of W. Tioga Street. The witness informed the officers that her boyfriend and another male were inside her residence fighting over a gun. The officers exited their vehicle and entered the residence in the 1500 block of W. Tioga Street. The officers observed the offender holding a .38 caliber revolver inside the apartment and ordered the offender to drop the weapon. The offender pointed his weapon at the first officer and the officer discharged his firearm, striking the offender. This offender was pronounced at the scene. The second officer observed another male inside the apartment and the male refused to show him his hands. The other offender charged towards the second officer and the officer discharged his firearm, striking the second offender. This offender was transported to Temple Hospital where he was pronounced. The offender’s .38 caliber revolver, found to be empty, was recovered at the scene.",Philadelphia,Unloaded
5/21/2010,1,F,U,U,U,U,Call For Service,NA,2,U,U,Philadelphia Police Department,"On 5/21/10, at approximately 6:19 P.M., uniformed officers on patrol were stopped by a witness in the 1500 block of W. Tioga Street. The witness informed the officers that her boyfriend and another male were inside her residence fighting over a gun. The officers exited their vehicle and entered the residence in the 1500 block of W. Tioga Street. The officers observed the offender holding a .38 caliber revolver inside the apartment and ordered the offender to drop the weapon. The offender pointed his weapon at the first officer and the officer discharged his firearm, striking the offender. This offender was pronounced at the scene. The second officer observed another male inside the apartment and the male refused to show him his hands. The other offender charged towards the second officer and the officer discharged his firearm, striking the second offender. This offender was transported to Temple Hospital where he was pronounced. The offender’s .38 caliber revolver, found to be empty, was recovered at the scene.",Philadelphia,Unloaded
5/21/2011,1,F,N,U,M,U,Call For Service,NA,2,U,U,Philadelphia Police Department,"On 5/21/11, at 9:51 AM, the complainant observed the victim walking away from a vehicle holding his stomach area and bleeding profusely. He also observed the offender riding away on a bicycle. The complainant got into his vehicle, called 911 and followed the offender to the 5800 block of N Mascher Street. Uniformed officers met the complainant on Mascher Street, where he pointed out the house that the offender fled into. Officers knocked on the door and were admitted by an elderly male, who indicated that there were males in his basement, including his son. The officers identified themselves and entered the basement when they received no response. The officers located the offender hiding in a corner of the basement holding a large kitchen knife in his hand. The officers ordered the offender to drop the knife, but he refused. The offender then raised the knife over his head in a threatening manner. An officer utilized his Electronic Control Weapon and discharged it at the offender, who dropped to his knees, but was still holding the knife. The offender stood up and began waving the knife in the officers’ direction. The offender pulled the prongs of the Electronic Control Weapon out of his chest and began to advance towards the officers, still waving the knife. The officers discharged their weapons, striking the offender. Fire Rescue pronounced him at the scene. A 13” kitchen knife was recovered in the basement. The victim who had suffered multiple stab wounds to his arms and chest, was pronounced in the 300 block of Tabor Avenue by Fire Rescue.",Philadelphia,Knife recovered
5/22/2013,1,F,Y,U,M,U,Call For Service,NA,2,U,U,Philadelphia Police Department,"On 5/22/13, at approximately 8:46 P.M., uniformed officers in a marked patrol vehicle responded to a Police Radio assignment, “Person with a gun”, at Devon and Locust Streets”. Upon arrival, the officers observed the offender, along with several unidentified males at that location. Upon seeing the officers, the offender fled north on Devon Street, while grabbing at his waistband. The officers exited their vehicle and pursued the offender on foot. One of the officers observed the offender pull a firearm from his waistband. The offender turned his body toward the officer. The officer discharged his weapon, striking the suspect. The offender fell to the ground and dropped his firearm. The offender was pronounced at the scene by Fire Rescue personnel. The offender’s .22 caliber firearm was recovered and found to be loaded with ten rounds.",Philadelphia,
5/22/2013,1,F,Y,U,M,U,Call For Service,NA,2,U,U,Philadelphia Police Department,"On 5/22/13, at approximately 6:30 P.M., uniformed officers responded to a Police Radio assignment of a “Person with a gun… male wearing a tank top and red shorts.” The officers observed a male fitting the description, along with a second male, in the 600 block of Frazier Street. The officers exited their patrol vehicle and both males fled southbound on Frazier Street and then west on Wyalusing Avenue. The officers pursued one offender on foot who ran between two parked vehicles in the 5600 block of Wyalusing Avenue and was struck by a vehicle traveling westbound. The offender bounced off the vehicle, turned, and pointed a firearm at the officers. Both officers discharged their weapons, striking the offender. The offender was transported to Hospital of the University of Pennsylvania, where he was subsequently pronounced. The offender’s 9 MM firearm was recovered and found to be loaded with fourteen live rounds.",Philadelphia,
5/23/2013,1,N,Y,U,M,U,Crime,NA,2,U,U,Philadelphia Police Department,"On 5/23/13, at approximately 9:45 P.M., plainclothes officers observed an offender armed with a handgun, running east in the 2300 block of Oxford Street. One officer exited the unmarked police vehicle and told the offender to drop his weapon. The offender pointed his firearm at the officers and both officers discharged their weapons, striking the offender. The offender dropped his weapon and was arrested without further incident. The offender was transported to Hahnemann University Hospital. The offender’s .45 caliber weapon was recovered and loaded with five live rounds.",Philadelphia,Plainclothes
5/23/2014,1,N,Y,U,M,U,Call For Service,NA,2,U,U,Philadelphia Police Department,"On Friday, May 23, 2014, at approximately 4:16 PM, uniformed officers, in a marked police vehicle responded to a Police Radio assignment of a “Burglary in Progress” in the 4300 block of north Franklin Street. Upon their arrival, the officers observed a male walking away from a group of males who were standing in front of the burglary location. The male grabbed at his waistband as he walked away. The officers exited their police vehicle, at which time the offender produced a firearm and fled on foot. The officers pursued the offender on foot to the 4400 block of north 8th Street, where the offender turned and pointed his firearm at the officers. In response, both officers discharged their firearms, striking the offender. The offender was transported to Temple University Hospital for treatment. There were no other reported injuries as a result of the firearm discharge. A 9MM semi-automatic pistol, loaded with nine rounds, was recovered at the scene.",Philadelphia,
5/24/2012,1,N,N,U,M,U,Call For Service,NA,2,U,U,Philadelphia Police Department,"On 5/24/12, at approximately 3:39 P.M., uniform officers responded to a Police Radio assignment, “A person with a gun”, at 5400 Haverford Avenue. The information provided by Police Radio was of a male, wearing a red hooded sweatshirt, armed with a gun, walking toward 55th Street on Haverford Avenue. There was a second male reported to be with him, wearing a white tee shirt. The officers observed a male wearing a red hooded sweatshirt standing in front of a garage. The offender fled into the garage and the officers followed. As he fled, the offender had his hands in his front sweatshirt pockets. Once in the garage, the offender turned and stopped. One of the officers drew his weapon and ordered the offender to turn around and put his hands up. The offender did not immediately comply. The offender then turned and faced the officer with his hands in his pockets. The officer discharged his weapon, striking the offender. The offender was transported to the Hospital of the University of Pennsylvania. No weapon was recovered.",Philadelphia,
5/24/2015,1,N,Y,U,M,U,Traffic,NA,2,U,U,Philadelphia Police Department,"On Sunday, May 24, 2015, at 12:57 AM, uniformed officers, in a marked police vehicle, attempted to stop a vehicle for traffic violations in the area of 5th Street and Chew Avenue. The vehicle fled and the officers briefly lost sight of it. The male operator parked his vehicle at Fairhill Street and Chew Avenue and was observed fleeing on foot. The male ran east on Chew Avenue towards 5th Street. The officers pursued the male to the 5600 block of N. 5th Street, where one of the officers observed that the male was armed with a handgun. Upon seeing that the offender was armed, the officer discharged his weapon, missing the offender. The second officer pursued the offender, on foot, to the 5600 block of N. Lawrence Street, where the officer observed the offender make a throwing motion. The offender was apprehended in the same block without further incident. No weapon was recovered. Narcotics evidence was recovered from the offender. There were no injuries as a result of the police discharge. No weapon was recovered.",Philadelphia,No firearm recovered
5/25/2013,1,F,N,U,M,U,Call For Service,NA,2,U,U,Philadelphia Police Department,"On 5/25/13, uniformed officers in a marked patrol vehicle responded to a Police Radio assignment of, “A person with a knife,” at Robbins Avenue and Lorretto Street. While en route, officers observed the offender armed with a large knife and bleeding, running at Robbins and Castor Avenues. One officer utilized his vehicle to impede the offender, knocking him to the ground. The officers exited their vehicle and ordered the offender to drop his knife. The offender stood and advanced towards the officers, with the knife still in hand, at which time both officers discharged their weapons, striking the offender. The offender was transported to Aria Hospital where he was subsequently pronounced. A eight inch knife was recovered at the scene.",Philadelphia,
5/26/2014,1,N,Y,U,M,U,Call For Service,NA,3,U,U,Philadelphia Police Department,"On Monday, May 26, 2014, at approximately 5:24 PM several uniformed officers, responded in marked police vehicles to a police radio assignment of a “male with a gun” at 56th Street and Wyalusing Avenue. Officers received a description of the male and were informed that he was walking with a second male. Two of the responding uniformed officers, working in a marked police vehicle, observed two males, fitting the provided description walking at 56th Street and Wyalusing Avenue. When the officers attempted to stop the males, one fled on foot, running south on 56th Street toward Westminster Avenue. One of the officers pursued the male on foot. Two additional responding uniformed officers drove their marked vehicle south on 56th Street, just past the fleeing offender. As the police vehicle stopped, the offender pointed a firearm toward the officers. The officer driving the police vehicle then discharged his weapon at the offender. The offender continued to flee, with the initial officer still pursuing him. The passenger in the second responding police vehicle exited the vehicle and observed the offender turn and point a firearm at the officers. In response, that officer discharged his weapon at the offender. Simultaneously, the officer who was pursuing the offender on foot discharged his weapon at the offender. The offender collapsed in the street and the firearm fell from his hand. The offender was transported to the Hospital of the University of Pennsylvania for treatment. Plastic jars containing marijuana were recovered from the scene and one jar of marijuana was recovered from the offender’s pocket. A loaded, 9MM semi-automatic pistol, dropped by the offender, and a magazine loaded with eight live rounds were recovered at the scene.",Philadelphia,
5/29/2013,1,F,Y,U,M,U,Suspicious person,NA,2,U,U,Philadelphia Police Department,"On 5-29-13, at approximately 10:06 PM, a uniformed officer pulled his vehicle up in front of a store in the 4500 block of Wayne Avenue, looking for curfew violators. The officer’s attention was drawn to a vehicle parked in front of his vehicle, when he observed two males exit the vehicle and run north on Wayne Avenue. The officer then observed a male exit the driver’s side of the vehicle who was armed with a black handgun. The offender began discharging his weapon at the two males who had fled from the vehicle. The officer exited his patrol vehicle and ordered the offender to drop the weapon. The offender ignored the officer’s orders to drop the weapon and continued to discharge the weapon at the two fleeing males. The officer then discharged his weapon, striking the offender. The offender was transported to Albert Einstein Medical Center where he was subsequently pronounced. The offender’s .45 caliber firearm was recovered and found to be loaded with two live rounds.",Philadelphia,Curfew violation
5/29/2013,1,N,Y,U,M,U,Call For Service,NA,2,U,U,Philadelphia Police Department,"On 5/29/13, at approximately 3:16 P.M., two males were working together delivering a refrigerator in the 1600 block of S. Frazier Street. After completing the delivery, the offender went back to the delivery van and took a 9MM pistol from under the driver’s seat, which belonged to the other male who was the driver. When confronted by the driver, the offender punched the driver, drew the pistol from his pocket, shot the driver, and then fled the scene on foot. The driver called 9-1-1. Responding uniformed officers in a marked patrol vehicle observed the offender running east in the 5300 block of Greenway Avenue. The officers ordered the offender to stop at which time the offender stopped and turned with the pistol pointed toward the officers. Both officers discharged their weapons, striking the offender, who fell to the ground. The offender was transported to the Hospital of the University of Pennsylvania. An empty 9MM pistol was recovered from the scene.",Philadelphia,
5/29/2013,1,N,Y,U,M,U,Call For Service,NA,1,U,M,Philadelphia Police Department,"On 5/29/13, at approximately 10:43 A.M., a uniformed officer responded to a Police Radio assignment of, “A person with a gun, male was the shooter from the shooting on Memorial Day”, at Lawrence and York Streets. Upon arrival, the officer observed the offender, who fit the description provided by Police Radio, running from other marked police vehicles that were also arriving at the location. The officer exited his patrol vehicle and pursued the offender to the 2400 block of N. 4th Street. The offender ignored the officer’s commands and produced a firearm, which he then pointed at the officer. The officer discharged his weapon, striking the offender. The offender threw his weapon into a vacant lot in the 2400 block of N. 4th Street, as he fell to the ground. The offender was transported to Temple University Hospital. The offender’s 9MM firearm was recovered and found to be loaded with sixteen live rounds",Philadelphia,
5/30/2015,1,N,Y,U,M,U,Traffic,NA,2,U,U,Philadelphia Police Department,"On Saturday, May 30, 2015, at approximately 7:23 P.M., uniformed officers, in a marked police vehicle, observed a silver Infiniti, in the 1400 block of S. 18th Street. The officers checked the license plate through their Mobile Data Terminal, which revealed that the license plate was registered to a Nissan. The officers signaled for the male operator to stop. The vehicle fled at a high rate of speed through several streets and eventually struck a parked unoccupied vehicle and the exterior of a building in the 1400 block of Wharton Street. The male exited the vehicle and fled on foot with a handgun in his hand. Uniformed officers pursued the offender, on foot, for several blocks, while giving him verbal commands to stop and surrender. In the 1200 block of S. Carlisle Street, the offender partially turned toward the officers, while still holding the gun in his hand. In response two officers discharged their weapons, missing the offender. The offender fell to the ground and dropped his weapon in the 1200 block of S. Carlisle Street. The offender got back up and ran north on Carlisle Street, where a third uniformed officer deployed an Electronic Control Weapon at him. The offender then ran west in the 1400 block of Federal Street, where he was apprehended after a brief struggle. The offender was treated at Jefferson University Hospital for minor lacerations. The offenders’ firearm, a .40 caliber semi-automatic pistol, with an extended magazine, and an obliterated serial number, loaded with 20 live rounds, was recovered at the scene. There were no other injuries as a result of this incident.",Philadelphia,No hits
5/31/2016,1,N,N,U,M,U,Crime,NA,1,U,U,Philadelphia Police Department,"On Tuesday, May 31, 2016, at approximately 1:12 PM, an off­duty officer, in civilian attire, arrived home at his residence. Upon entering the front door, the officer observed the living room television missing, the rear kitchen window open, and the rear kitchen door ajar. The officer heard voices coming from the basement. The officer went to the top of the basement steps and announced, “Police.” A male appeared at the bottom of the steps and charged up the steps toward the officer with a dark metal object in his hand. In response, the officer discharged his weapon one time missing the offender. The offender fell down the steps crashing into the basement wall. The offender along with a second offender that was also in the basement fled out the rear basement door with the officer in foot pursuit. Upon exiting the rear basement door, the officer observed a green/blue van pull away from his property. The officer apprehended one offender in the 3200 block of Wellington Street. An off­duty detective apprehended the other offender near Brighton and Hawthorne Streets. There were no reported injuries as a result of this police firearm discharge. No weapon was recovered.",Philadelphia,No hits
5/31/2016,1,N,N,U,U,U,Crime,NA,1,U,U,Philadelphia Police Department,"On Tuesday, May 31, 2016, at approximately 11:15 PM, an off­duty officer in civilian attire was operating his motorcycle northbound in the 3400 block of North Broad Street. The officer proceeded through the intersection at Tioga Street, at which time a green Chevy Monte Carlo, traveling south in the 3500 block of North Broad Street turned left turn in front of him, causing him to collide with the vehicle. At the point of impact, the officer was thrown from his motorcycle and landed on the highway. At that point, the operator of the Monte Carlo attempted to flee the scene, but was blocked by the motorcycle. The officer approached the driver’s door and identified himself as a police officer. The operator dislodged the vehicle from the motorcycle and began to drag the officer. While being dragged by the vehicle, the officer observed the offender reach for a firearm in the vehicle. In response, the officer discharged his weapon, missing the offender. The officer was treated and subsequently released from Temple Hospital There were no other known injuries as a result of this incident. No weapon was recovered.",Philadelphia,No hits
6/13/2012,1,F,Y,U,M,U,Call For Service,NA,2,U,U,Philadelphia Police Department,"On 6/13/12, at approximately 7:19 PM, plainclothes officers responded to a radio call for a “Person with a gun”, in the 3400 block of N.’E’ Street. Upon arrival, the officers were met by a female, who stated that a male had exited his house and pointed a handgun at neighborhood children. The female and the officers walked to the 500 Block of E. Ontario Street to survey the area for the offender. The female pointed toward a vehicle, which was traveling eastbound on Ontario Street. The operator stopped the vehicle, pointed a revolver, and fired at the officers. Both officers discharged their 9mm pistols. The offender’s vehicle reversed onto the sidewalk, knocking over a fire hydrant, a street sign and striking the front wall of the Grocery and Deli store. The officers converged on the vehicle, opened the driver’s door and the offender fell to the ground unconscious. A .44 caliber revolver, loaded with two live rounds and four spent casings, dropped from his hand and was recovered. Fire Medics responded and pronounced the offender. A female by-stander received an apparent minor graze wound to the right inner forearm as a result of this incident. There were no other injuries as a result of this incident.",Philadelphia,
